time,temperature_2m (?C),relative_humidity_2m (%),apparent_temperature (?C),rain (mm),weather_code (wmo code),cloud_cover (%)
2020-12-01T14:00,29.6,70,33.7,0.2,51,100
2020-12-01T15:00,28.5,74,32.6,0.9,53,77
2020-12-01T16:00,28,76,33,0.8,53,90
2020-12-01T17:00,27.5,79,32.6,0.1,51,88
2020-12-01T18:00,26.6,87,31.9,0,3,94
2020-12-01T19:00,27,83,32.1,0,3,90
2020-12-01T20:00,26.7,86,32.2,0,2,61
2020-12-01T21:00,26,89,31.3,0.1,51,56
2020-12-01T22:00,25.3,93,30.8,0.1,51,43
2020-12-01T23:00,25,96,30.5,0,1,32
2020-12-02T00:00,24.7,97,30.3,0,0,19
2020-12-02T01:00,24.4,98,30.1,0,1,22
2020-12-02T02:00,24.2,99,29.9,0,1,40
2020-12-02T03:00,24.1,99,29.7,0,2,54
2020-12-02T04:00,23.9,99,29.4,0,1,30
2020-12-02T05:00,23.7,100,29.1,0,3,100
2020-12-02T06:00,23.7,100,29.3,0,3,100
2020-12-02T07:00,24.4,92,29.4,0,3,83
2020-12-02T08:00,25.3,83,30.1,0,1,22
2020-12-02T09:00,27,77,31.9,0,1,44
2020-12-02T10:00,28.6,72,33.2,0,1,28
2020-12-02T11:00,29.6,66,34.8,0,0,20
2020-12-02T12:00,30.7,61,35.2,0,1,44
2020-12-02T13:00,30.9,58,34.6,0,2,72
2020-12-02T14:00,31.2,57,34.5,0,1,25
2020-12-02T15:00,31.1,56,34.3,0,1,31
2020-12-02T16:00,31.1,56,34.7,0,1,37
2020-12-02T17:00,30.4,61,34.8,0,2,51
2020-12-02T18:00,28.4,76,33.7,0,2,66
2020-12-02T19:00,27.1,85,32.7,0,2,54
2020-12-02T20:00,27.1,84,32.1,0.1,51,75
2020-12-02T21:00,26.5,85,31.7,0.1,51,85
2020-12-02T22:00,26.1,86,31.2,0.1,51,57
2020-12-02T23:00,25.8,88,31.2,0,1,24
2020-12-03T00:00,25.5,90,30.4,0,1,36
2020-12-03T01:00,24.8,84,28.2,0,1,26
2020-12-03T02:00,23.8,74,25.7,0,0,8
2020-12-03T03:00,22.8,76,24.4,0,0,12
2020-12-03T04:00,22.3,78,23.8,0,0,17
2020-12-03T05:00,21.9,79,23.5,0,1,22
2020-12-03T06:00,21.6,80,23.1,0,0,6
2020-12-03T07:00,23,76,25,0,1,28
2020-12-03T08:00,24.9,68,26.8,0,0,15
2020-12-03T09:00,26.5,64,28.8,0,0,13
2020-12-03T10:00,27.8,60,31.6,0,0,13
2020-12-03T11:00,28.8,58,34,0,0,6
2020-12-03T12:00,29.6,56,35.5,0,0,13
2020-12-03T13:00,30.4,53,35.8,0,0,14
2020-12-03T14:00,30.9,49,34.8,0,0,11
2020-12-03T15:00,31,47,33.5,0,0,8
2020-12-03T16:00,30.9,47,33.4,0,0,4
2020-12-03T17:00,29.8,57,33.2,0,2,62
2020-12-03T18:00,28.3,68,32.9,0,0,16
2020-12-03T19:00,27.6,57,28.7,0,1,37
2020-12-03T20:00,26.5,68,28.8,0,0,12
2020-12-03T21:00,25.4,76,28.3,0,1,27
2020-12-03T22:00,24.9,75,27.7,0,1,27
2020-12-03T23:00,24.4,68,26.1,0,1,36
2020-12-04T00:00,23.5,67,24.5,0,0,17
2020-12-04T01:00,22.7,68,23.3,0,0,17
2020-12-04T02:00,22.2,69,22.7,0,0,7
2020-12-04T03:00,21.8,69,22.3,0,0,8
2020-12-04T04:00,21.3,70,21.8,0,0,3
2020-12-04T05:00,20.9,71,21.4,0,0,1
2020-12-04T06:00,20.6,73,21.1,0,0,0
2020-12-04T07:00,22.1,67,22.7,0,0,0
2020-12-04T08:00,23.9,61,24.2,0,0,0
2020-12-04T09:00,25.6,56,26.1,0,0,2
2020-12-04T10:00,27.2,51,28.8,0,0,15
2020-12-04T11:00,28.6,48,31.3,0,1,22
2020-12-04T12:00,29.7,46,33,0,1,26
2020-12-04T13:00,30.4,44,33.6,0,1,29
2020-12-04T14:00,30.8,43,33.4,0,1,29
2020-12-04T15:00,30.9,43,32.8,0,1,30
2020-12-04T16:00,30.6,45,32.4,0,1,28
2020-12-04T17:00,29.5,54,32,0,1,28
2020-12-04T18:00,27.3,71,31.2,0,1,36
2020-12-04T19:00,26.2,73,29.6,0,1,44
2020-12-04T20:00,25.6,79,29.2,0,1,26
2020-12-04T21:00,24.8,87,28.9,0,1,30
2020-12-04T22:00,24.2,87,27.7,0,1,30
2020-12-04T23:00,23.9,85,27.6,0,1,32
2020-12-05T00:00,23.5,86,27,0,1,34
2020-12-05T01:00,23.1,86,26,0,1,38
2020-12-05T02:00,22.9,78,24.8,0,1,34
2020-12-05T03:00,22.5,75,24,0,1,33
2020-12-05T04:00,22.2,76,23.5,0,1,34
2020-12-05T05:00,21.7,78,23.2,0,1,31
2020-12-05T06:00,21.2,81,23.1,0,1,20
2020-12-05T07:00,22.4,76,24.3,0,1,24
2020-12-05T08:00,24.4,68,26.2,0,0,10
2020-12-05T09:00,26.4,63,28.4,0,0,5
2020-12-05T10:00,27.9,59,31.1,0,0,13
2020-12-05T11:00,29.2,55,33.2,0,1,24
2020-12-05T12:00,30.2,51,34.3,0,1,25
2020-12-05T13:00,31.1,48,35,0,1,33
2020-12-05T14:00,31.6,44,34.5,0,2,74
2020-12-05T15:00,31.9,42,33.7,0,1,26
2020-12-05T16:00,31.8,41,33.3,0,2,56
2020-12-05T17:00,30.2,50,32,0,2,50
2020-12-05T18:00,28.3,58,30.4,0,1,43
2020-12-05T19:00,26.9,70,30.2,0,1,33
2020-12-05T20:00,26.5,70,29.7,0,2,52
2020-12-05T21:00,26.3,68,28.6,0,1,32
2020-12-05T22:00,25.8,65,27,0,1,30
2020-12-05T23:00,24.8,71,26.8,0,1,30
2020-12-06T00:00,24.2,82,27.4,0,1,33
2020-12-06T01:00,23.7,87,26.9,0,1,41
2020-12-06T02:00,23.5,87,26.7,0,3,100
2020-12-06T03:00,23.5,84,26.3,0,3,100
2020-12-06T04:00,23.5,74,25.4,0,2,59
2020-12-06T05:00,23.4,69,24.6,0,3,97
2020-12-06T06:00,22.7,71,24.1,0,1,36
2020-12-06T07:00,23.3,70,24.6,0,1,28
2020-12-06T08:00,24.8,65,26.3,0,0,14
2020-12-06T09:00,26.6,62,28.8,0,0,6
2020-12-06T10:00,28,60,31.6,0,0,7
2020-12-06T11:00,29.5,55,33.8,0,0,11
2020-12-06T12:00,30.6,52,35.4,0,0,13
2020-12-06T13:00,31.6,48,35.7,0,0,8
2020-12-06T14:00,32.2,46,35.8,0,0,20
2020-12-06T15:00,33,42,35,0,3,100
2020-12-06T16:00,32.7,44,34.4,0,2,58
2020-12-06T17:00,31.5,50,34,0,1,46
2020-12-06T18:00,30,60,33.2,0,2,60
2020-12-06T19:00,29.2,66,33.4,0,2,54
2020-12-06T20:00,27.9,77,32.4,0,1,46
2020-12-06T21:00,27.1,82,32.3,0,1,35
2020-12-06T22:00,26.3,87,30.8,0,1,35
2020-12-06T23:00,25.9,86,30.3,0,1,34
2020-12-07T00:00,25.5,88,30.4,0,1,25
2020-12-07T01:00,25.1,90,30.2,0,0,20
2020-12-07T02:00,24.7,92,29.7,0,0,16
2020-12-07T03:00,24.4,92,29.1,0,1,22
2020-12-07T04:00,24.1,86,27.8,0,0,7
2020-12-07T05:00,23.8,77,26.3,0,0,5
2020-12-07T06:00,23.5,74,25.6,0,0,6
2020-12-07T07:00,24.6,68,26.5,0,1,36
2020-12-07T08:00,25.7,64,27.6,0,1,33
2020-12-07T09:00,27.5,58,29.4,0,1,34
2020-12-07T10:00,28.1,57,30.1,0,2,55
2020-12-07T11:00,28.4,57,30.7,0,2,54
2020-12-07T12:00,28.9,56,31.4,0,3,92
2020-12-07T13:00,28.2,61,30.8,0.2,51,86
2020-12-07T14:00,28.5,61,31.5,0,2,67
2020-12-07T15:00,29.2,59,32,0,1,36
2020-12-07T16:00,29.2,60,32.1,0,1,45
2020-12-07T17:00,28.9,63,32,0,1,42
2020-12-07T18:00,28.1,63,30.3,0,1,36
2020-12-07T19:00,28.7,58,30.5,0,1,40
2020-12-07T20:00,28,61,29.8,0,1,34
2020-12-07T21:00,27.2,62,29,0,1,37
2020-12-07T22:00,26.4,66,28.2,0,1,38
2020-12-07T23:00,25.5,74,27.9,0,1,32
2020-12-08T00:00,25,78,27.7,0,1,36
2020-12-08T01:00,24.7,79,27.3,0,1,41
2020-12-08T02:00,24.4,79,27.1,0,2,65
2020-12-08T03:00,24.4,77,26.9,0,3,100
2020-12-08T04:00,24.5,75,26.9,0,3,99
2020-12-08T05:00,24.4,75,26.7,0,3,82
2020-12-08T06:00,24.4,73,26.6,0,1,40
2020-12-08T07:00,25,71,26.9,0,2,77
2020-12-08T08:00,25.9,66,27.7,0,3,88
2020-12-08T09:00,27,62,29,0,2,73
2020-12-08T10:00,28.6,57,30.6,0,3,81
2020-12-08T11:00,29.8,53,32,0,3,82
2020-12-08T12:00,30.6,51,32.8,0,2,62
2020-12-08T13:00,32.1,47,34.6,0,1,42
2020-12-08T14:00,32.7,44,34.2,0,3,93
2020-12-08T15:00,32.7,44,33.4,0.1,51,88
2020-12-08T16:00,31.8,47,32.7,0,2,74
2020-12-08T17:00,31,50,32.1,0,3,95
2020-12-08T18:00,29.7,53,30.3,0,1,38
2020-12-08T19:00,28.3,63,31.2,0,1,37
2020-12-08T20:00,28.3,59,30.7,0,1,46
2020-12-08T21:00,27.8,58,30,0,2,64
2020-12-08T22:00,27.3,60,29.6,0,1,42
2020-12-08T23:00,26.9,61,28.8,0,1,34
2020-12-09T00:00,26.2,63,28.1,0,1,38
2020-12-09T01:00,25.8,64,27.5,0,1,35
2020-12-09T02:00,25.2,66,27,0,1,32
2020-12-09T03:00,24.8,67,26.4,0,1,42
2020-12-09T04:00,24.6,66,26,0,1,46
2020-12-09T05:00,24.5,66,25.9,0,1,40
2020-12-09T06:00,24.1,67,25.4,0,0,14
2020-12-09T07:00,25.2,64,26.8,0,2,63
2020-12-09T08:00,25.9,61,27,0,2,74
2020-12-09T09:00,26,65,27.6,0,3,84
2020-12-09T10:00,26.5,65,28.8,0,2,79
2020-12-09T11:00,27.1,63,29.9,0,3,90
2020-12-09T12:00,27.8,61,31,0,3,90
2020-12-09T13:00,28.6,58,31.7,0,3,83
2020-12-09T14:00,28.3,61,31.7,1.5,61,83
2020-12-09T15:00,27.7,65,31.2,0.1,51,72
2020-12-09T16:00,26.9,70,30.8,1.6,61,89
2020-12-09T17:00,26.3,74,30,2.5,63,89
2020-12-09T18:00,25.8,80,30.2,2.9,63,85
2020-12-09T19:00,26.7,72,30,3.4,63,72
2020-12-09T20:00,25.9,76,29.2,0.4,51,87
2020-12-09T21:00,25.5,78,29.7,0.5,53,83
2020-12-09T22:00,25.7,78,30,0.1,51,89
2020-12-09T23:00,25.7,80,29.9,0,3,89
2020-12-10T00:00,25.7,81,29.8,0,3,88
2020-12-10T01:00,25.5,81,29.4,0,1,47
2020-12-10T02:00,25,79,28.3,0,1,45
2020-12-10T03:00,24.3,79,27.3,0,1,21
2020-12-10T04:00,23.8,81,26.9,0,1,21
2020-12-10T05:00,23.7,83,26.9,0,1,25
2020-12-10T06:00,23.5,85,26.9,0,1,25
2020-12-10T07:00,24.5,79,27.8,0,1,28
2020-12-10T08:00,26.3,74,29.9,0,2,51
2020-12-10T09:00,27.7,72,32.2,0,1,46
2020-12-10T10:00,29.7,64,34.1,0,1,29
2020-12-10T11:00,30.5,59,34.5,0.1,51,38
2020-12-10T12:00,31.2,59,35.8,0.3,51,34
2020-12-10T13:00,31.8,57,36.5,0,1,40
2020-12-10T14:00,29.4,67,32.9,2.2,61,82
2020-12-10T15:00,29.5,68,34.2,0,2,56
2020-12-10T16:00,29.6,68,34.2,0,2,70
2020-12-10T17:00,29.2,70,33.6,0,2,77
2020-12-10T18:00,28.1,76,32.4,0.3,51,65
2020-12-10T19:00,28.1,76,33.2,0.1,51,50
2020-12-10T20:00,27.7,79,33.2,0,1,43
2020-12-10T21:00,27.3,82,32.9,0,1,41
2020-12-10T22:00,26.7,87,32.6,0,1,45
2020-12-10T23:00,26.3,91,32.4,0,2,55
2020-12-11T00:00,25.9,94,31.9,0,2,51
2020-12-11T01:00,25.6,96,31.8,0,2,70
2020-12-11T02:00,25.5,96,31.7,0.1,51,85
2020-12-11T03:00,25.1,93,30.5,1.6,61,100
2020-12-11T04:00,24.8,92,29.9,1,55,98
2020-12-11T05:00,24.7,92,29.7,0.5,53,100
2020-12-11T06:00,24.5,93,29.6,0.5,53,72
2020-12-11T07:00,24.9,92,30,0.2,51,16
2020-12-11T08:00,26.4,84,31.2,0,0,16
2020-12-11T09:00,27.8,76,32.5,0,1,33
2020-12-11T10:00,29.2,69,34.4,0.1,51,48
2020-12-11T11:00,30,65,35.9,0.6,53,43
2020-12-11T12:00,30.9,60,37,0.3,51,61
2020-12-11T13:00,31.2,58,36.5,0.1,51,50
2020-12-11T14:00,31.8,56,36.3,0,1,47
2020-12-11T15:00,31.1,60,35.3,0,1,44
2020-12-11T16:00,30.5,62,34.4,0,1,47
2020-12-11T17:00,28.1,77,32.2,0,2,54
2020-12-11T18:00,27.1,82,31.9,0,1,46
2020-12-11T19:00,26.6,86,31.7,0,1,34
2020-12-11T20:00,26.3,88,31.5,0,1,38
2020-12-11T21:00,26,90,31.5,0,1,30
2020-12-11T22:00,25.8,92,31.4,0,1,31
2020-12-11T23:00,25.6,94,31.1,0,1,40
2020-12-12T00:00,25.5,94,31,0,1,46
2020-12-12T01:00,25.4,93,30.6,0,1,37
2020-12-12T02:00,25,94,30.4,0,2,56
2020-12-12T03:00,24.8,95,30,0.3,51,54
2020-12-12T04:00,24.5,96,29.6,0.2,51,47
2020-12-12T05:00,24.1,97,28.6,0.1,51,58
2020-12-12T06:00,23.8,97,28.7,0.1,51,41
2020-12-12T07:00,25.1,95,31,0,1,36
2020-12-12T08:00,26.4,89,32.4,0,2,64
2020-12-12T09:00,27.6,81,33.7,0,2,62
2020-12-12T10:00,28.9,74,34.6,0.1,51,55
2020-12-12T11:00,29.8,69,35.8,0.2,51,65
2020-12-12T12:00,30.7,66,36.8,0.1,51,50
2020-12-12T13:00,31.1,66,37.7,0,3,100
2020-12-12T14:00,31.6,63,37.3,0.1,51,100
2020-12-12T15:00,29.3,71,33.2,2,61,72
2020-12-12T16:00,28.9,75,34,0.8,53,38
2020-12-12T17:00,28,79,33.3,1.4,61,76
2020-12-12T18:00,26.3,90,31.5,2,61,46
2020-12-12T19:00,27.6,81,32.5,0,1,40
2020-12-12T20:00,26.9,84,32.1,0,1,28
2020-12-12T21:00,26.5,86,32,0,1,28
2020-12-12T22:00,26.1,89,31.8,0,1,31
2020-12-12T23:00,25.8,90,31.6,0,1,33
2020-12-13T00:00,25.2,93,30.8,0,1,36
2020-12-13T01:00,24.7,96,30.1,0,1,30
2020-12-13T02:00,24.3,98,29.7,0,1,27
2020-12-13T03:00,23.9,99,29.2,0,1,33
2020-12-13T04:00,23.8,99,28.7,0,1,24
2020-12-13T05:00,23.9,98,28.8,0,0,19
2020-12-13T06:00,24,97,29,0,0,16
2020-12-13T07:00,24.3,94,29.1,0,1,28
2020-12-13T08:00,25.3,90,30.6,1.4,61,100
2020-12-13T09:00,26.6,84,31.8,0.8,53,59
2020-12-13T10:00,28.2,79,33.9,0.1,51,43
2020-12-13T11:00,29.7,72,36.4,0.1,51,71
2020-12-13T12:00,30,69,35.2,0.1,51,78
2020-12-13T13:00,30.9,65,36.7,0,1,42
2020-12-13T14:00,31.3,60,36.8,0,1,36
2020-12-13T15:00,30.7,62,35.3,0,2,66
2020-12-13T16:00,28,76,32.9,1.7,61,78
2020-12-13T17:00,27.5,80,32.9,0.4,51,66
2020-12-13T18:00,26.7,84,32.1,0.9,53,42
2020-12-13T19:00,26.6,89,32.1,0.2,51,40
2020-12-13T20:00,26.4,89,31.9,0,1,35
2020-12-13T21:00,26.1,91,31.5,0,1,35
2020-12-13T22:00,25.8,90,30.9,0.1,51,51
2020-12-13T23:00,25.5,89,30.4,0,2,54
2020-12-14T00:00,25.3,90,30.4,0,1,43
2020-12-14T01:00,25,91,30,0,1,32
2020-12-14T02:00,24.6,93,29.4,0,1,29
2020-12-14T03:00,24.4,95,29.1,0,1,29
2020-12-14T04:00,24.2,96,29.1,0,1,29
2020-12-14T05:00,24.1,97,29.2,0,1,30
2020-12-14T06:00,24,98,29,0,1,33
2020-12-14T07:00,24.9,93,30,0,1,36
2020-12-14T08:00,26,87,30.8,0,1,29
2020-12-14T09:00,27.8,78,32.3,0,2,57
2020-12-14T10:00,29,74,33.8,0,1,46
2020-12-14T11:00,29.8,73,35.6,0,1,46
2020-12-14T12:00,30.3,73,36.8,0.1,51,36
2020-12-14T13:00,30.6,71,37,0.1,51,27
2020-12-14T14:00,30.7,69,36.5,0.1,51,39
2020-12-14T15:00,30.5,67,35.4,0.1,51,46
2020-12-14T16:00,29.8,69,34.2,0.7,53,43
2020-12-14T17:00,28.7,76,33.5,0.3,51,31
2020-12-14T18:00,28.1,83,34,0,1,23
2020-12-14T19:00,27.6,84,32.8,0,1,27
2020-12-14T20:00,27.2,84,31.9,0,1,25
2020-12-14T21:00,26.5,86,31.1,0,0,14
2020-12-14T22:00,25.9,89,30.8,0,1,28
2020-12-14T23:00,25.6,91,30.6,0,1,29
2020-12-15T00:00,25.3,92,30.7,0,1,29
2020-12-15T01:00,25.1,94,30.7,0,1,21
2020-12-15T02:00,24.8,95,30.2,0,0,20
2020-12-15T03:00,24.7,95,30.4,0.1,51,34
2020-12-15T04:00,24.6,95,30.2,0,0,17
2020-12-15T05:00,24.2,98,28.9,0.3,51,100
2020-12-15T06:00,23.9,98,28.7,0,1,37
2020-12-15T07:00,24.8,96,30.5,0,0,19
2020-12-15T08:00,26.5,87,31.8,0,1,25
2020-12-15T09:00,28,80,32.8,0,1,34
2020-12-15T10:00,29.1,76,34.6,0,1,34
2020-12-15T11:00,29.9,74,35.8,0.1,51,82
2020-12-15T12:00,30.8,66,36.8,0.2,51,87
2020-12-15T13:00,31,66,36.6,0,2,65
2020-12-15T14:00,30.8,65,35.8,0.4,51,100
2020-12-15T15:00,27.3,80,32.4,22.3,65,54
2020-12-15T16:00,26.9,83,31.4,3.4,63,64
2020-12-15T17:00,26.4,88,31.7,0,1,40
2020-12-15T18:00,25.8,91,31.1,0,2,52
2020-12-15T19:00,25.9,94,31.7,0,1,43
2020-12-15T20:00,25.8,93,31.5,0,1,44
2020-12-15T21:00,25.8,94,31.9,0,1,39
2020-12-15T22:00,25.5,95,31.4,0,1,34
2020-12-15T23:00,25.2,96,31,0,1,32
2020-12-16T00:00,24.9,97,30.6,0,1,32
2020-12-16T01:00,24.5,98,29.9,0,1,29
2020-12-16T02:00,24.3,98,29.4,0,1,20
2020-12-16T03:00,23.8,97,28.5,0,0,18
2020-12-16T04:00,23.2,96,27.5,0,1,33
2020-12-16T05:00,22.8,96,27,0,1,36
2020-12-16T06:00,22.6,95,26.7,0,1,30
2020-12-16T07:00,23.7,89,27.8,0,0,13
2020-12-16T08:00,25.6,80,29.4,0,1,23
2020-12-16T09:00,27.1,74,31.1,0,1,27
2020-12-16T10:00,28.4,70,33.4,0,0,10
2020-12-16T11:00,29.5,67,35.9,0,0,20
2020-12-16T12:00,30.4,64,37.2,0,1,29
2020-12-16T13:00,31.2,60,37.1,0,2,63
2020-12-16T14:00,31,60,35.2,0.1,51,43
2020-12-16T15:00,31.2,57,35.3,0,1,36
2020-12-16T16:00,30.9,60,34.5,0,1,36
2020-12-16T17:00,28.4,79,33.1,0,1,40
2020-12-16T18:00,27.3,85,32.6,0,1,23
2020-12-16T19:00,26.7,85,31.4,0,2,77
2020-12-16T20:00,26.5,86,31.8,0,2,53
2020-12-16T21:00,26.1,87,31.8,0,1,39
2020-12-16T22:00,25.7,91,31.4,0,1,48
2020-12-16T23:00,25.1,93,30.2,0,1,50
2020-12-17T00:00,24.9,92,29.8,0,2,59
2020-12-17T01:00,24.8,89,29.2,0,2,64
2020-12-17T02:00,24.5,86,28.5,0,2,75
2020-12-17T03:00,24.2,85,28,0,1,44
2020-12-17T04:00,23.8,86,27.4,0,0,11
2020-12-17T05:00,23.4,86,26.9,0,0,8
2020-12-17T06:00,23.1,87,26.4,0,0,2
2020-12-17T07:00,24.3,84,28,0,1,21
2020-12-17T08:00,26,79,29.9,0,1,30
2020-12-17T09:00,27.6,74,31.6,0,1,30
2020-12-17T10:00,28.7,70,33,0,1,31
2020-12-17T11:00,29.7,65,35.2,0,0,19
2020-12-17T12:00,30.6,60,35.4,0.1,51,47
2020-12-17T13:00,31.2,58,35.3,0.1,51,38
2020-12-17T14:00,31.3,57,35.1,0.1,51,36
2020-12-17T15:00,31.4,56,35,0,1,47
2020-12-17T16:00,30.1,62,33.8,0.2,51,54
2020-12-17T17:00,29.8,66,34.5,0,1,40
2020-12-17T18:00,28.5,79,34.5,0,1,33
2020-12-17T19:00,27.6,83,33.3,0,1,25
2020-12-17T20:00,27.5,85,33.3,0,2,50
2020-12-17T21:00,27.1,90,33.5,0,1,40
2020-12-17T22:00,26.8,93,33.5,0,2,56
2020-12-17T23:00,26.3,93,32.3,0,1,39
2020-12-18T00:00,25.8,91,31.2,0.9,53,70
2020-12-18T01:00,25.3,89,30.1,0.5,53,56
2020-12-18T02:00,24.9,83,28.6,0,2,51
2020-12-18T03:00,24.4,82,27.8,0,1,39
2020-12-18T04:00,23.9,83,27.3,0,1,35
2020-12-18T05:00,23.6,85,27,0,1,32
2020-12-18T06:00,23.3,85,26.4,0,1,27
2020-12-18T07:00,24.7,80,28.5,0,1,32
2020-12-18T08:00,26.4,72,29.9,0,1,31
2020-12-18T09:00,27.7,70,31.5,0,1,29
2020-12-18T10:00,28.8,67,33.2,0,1,29
2020-12-18T11:00,29.8,64,35.6,0,1,31
2020-12-18T12:00,30.6,61,36.5,0.1,51,60
2020-12-18T13:00,31.2,58,35.4,0.1,51,62
2020-12-18T14:00,31.4,57,35.1,0,2,62
2020-12-18T15:00,31.2,57,35.1,0,2,71
2020-12-18T16:00,30.9,58,34.9,0,3,100
2020-12-18T17:00,28.2,73,32.8,0.2,51,100
2020-12-18T18:00,27.3,81,32.3,0.3,51,62
2020-12-18T19:00,26.9,85,32.2,0.1,51,64
2020-12-18T20:00,26.7,88,32.1,0.1,51,57
2020-12-18T21:00,26.2,90,31.7,0.2,51,59
2020-12-18T22:00,25.8,92,31.2,0,2,66
2020-12-18T23:00,25.6,94,31.8,0.2,51,43
2020-12-19T00:00,25.3,94,30.6,0,1,40
2020-12-19T01:00,25.1,91,29.6,0,1,43
2020-12-19T02:00,24.9,82,28.2,0,1,42
2020-12-19T03:00,24.4,79,27.4,0,1,33
2020-12-19T04:00,24,80,26.9,0,1,29
2020-12-19T05:00,23.7,80,26.5,0,1,28
2020-12-19T06:00,23.3,82,26.1,0,1,27
2020-12-19T07:00,24.7,76,27.8,0,2,54
2020-12-19T08:00,26,72,29.1,0,2,55
2020-12-19T09:00,26.9,69,30.3,0,2,60
2020-12-19T10:00,28.3,66,32.2,0,2,52
2020-12-19T11:00,29.4,63,34,0,1,32
2020-12-19T12:00,30.5,59,35,0,2,63
2020-12-19T13:00,30.8,56,34,0,3,83
2020-12-19T14:00,30.8,55,33.5,0,3,81
2020-12-19T15:00,31.3,52,33.7,0,2,75
2020-12-19T16:00,31.2,52,33.5,0,3,82
2020-12-19T17:00,29.9,61,33.1,0,2,61
2020-12-19T18:00,28.7,64,31.2,0,3,98
2020-12-19T19:00,28.4,61,30.2,0,3,100
2020-12-19T20:00,27.8,60,28.8,0,1,41
2020-12-19T21:00,26.7,63,27.7,0,1,40
2020-12-19T22:00,26,64,26.4,0,1,49
2020-12-19T23:00,25.5,65,25.9,0,1,39
2020-12-20T00:00,25,67,25.7,0,1,40
2020-12-20T01:00,24.8,67,25.2,0,1,36
2020-12-20T02:00,24.5,66,24.4,0,1,31
2020-12-20T03:00,24,68,24.1,0,0,17
2020-12-20T04:00,23.7,69,23.8,0,1,30
2020-12-20T05:00,23.4,70,23.6,0,1,30
2020-12-20T06:00,23,72,23.3,0,1,30
2020-12-20T07:00,23.5,72,24.4,0,1,30
2020-12-20T08:00,24.3,69,25.3,0,1,30
2020-12-20T09:00,25.8,63,26.1,0,1,30
2020-12-20T10:00,27.6,57,27.9,0,1,30
2020-12-20T11:00,28.9,54,30,0,1,30
2020-12-20T12:00,29.8,52,31,0,1,31
2020-12-20T13:00,31.4,47,33.1,0,2,74
2020-12-20T14:00,31.3,46,31.7,0,3,100
2020-12-20T15:00,31.4,45,31,0,3,100
2020-12-20T16:00,30.4,49,30.5,0,3,100
2020-12-20T17:00,28.9,54,28.5,0,1,33
2020-12-20T18:00,27.2,57,26.8,0,1,32
2020-12-20T19:00,26.1,61,26.3,0,1,32
2020-12-20T20:00,25.4,62,25.3,0,1,31
2020-12-20T21:00,24.9,62,24.6,0,1,31
2020-12-20T22:00,24.3,63,24,0,1,30
2020-12-20T23:00,23.9,64,23.6,0,1,29
2020-12-21T00:00,23.5,65,23.5,0,1,30
2020-12-21T01:00,23.1,67,23.4,0,1,29
2020-12-21T02:00,22.8,68,23.1,0,1,30
2020-12-21T03:00,22.5,69,22.9,0,1,29
2020-12-21T04:00,22.2,71,22.6,0,1,29
2020-12-21T05:00,22.1,71,22.5,0,1,30
2020-12-21T06:00,22.1,71,22.4,0,1,31
2020-12-21T07:00,23,69,23.6,0,1,30
2020-12-21T08:00,24.8,62,24.8,0,1,30
2020-12-21T09:00,26.5,56,25.9,0,1,24
2020-12-21T10:00,27.7,53,27.6,0,1,26
2020-12-21T11:00,29,51,30.3,0,1,29
2020-12-21T12:00,30.3,48,32,0,1,29
2020-12-21T13:00,31.1,45,32.6,0,1,30
2020-12-21T14:00,31.4,44,32.2,0,1,29
2020-12-21T15:00,31.2,44,30.9,0,1,29
2020-12-21T16:00,30.8,45,30.7,0,1,38
2020-12-21T17:00,30,51,30.6,0,2,63
2020-12-21T18:00,28.3,57,29.7,0,1,39
2020-12-21T19:00,26.7,61,27.8,0,2,61
2020-12-21T20:00,26.5,58,26.4,0,3,89
2020-12-21T21:00,26,57,25.1,0,3,86
2020-12-21T22:00,25.7,58,24.6,0,3,88
2020-12-21T23:00,25.6,57,24.4,0,3,90
2020-12-22T00:00,25,58,24.5,0,3,85
2020-12-22T01:00,25.1,58,24.8,0,2,74
2020-12-22T02:00,24.3,59,23.3,0,3,84
2020-12-22T03:00,22.9,65,22.5,0.1,51,61
2020-12-22T04:00,22.8,65,22,0,2,51
2020-12-22T05:00,22.2,67,21.7,0,1,48
2020-12-22T06:00,22.5,64,21.6,0,1,41
2020-12-22T07:00,21.4,77,21.8,0,3,90
2020-12-22T08:00,21.8,76,21.7,0.4,51,90
2020-12-22T09:00,22.1,75,21.9,0,3,86
2020-12-22T10:00,22.9,72,22.7,0,2,74
2020-12-22T11:00,25.4,63,25.4,0.5,53,90
2020-12-22T12:00,26.3,58,26,0,3,89
2020-12-22T13:00,28.1,52,28,0,2,72
2020-12-22T14:00,29.5,50,30,0,2,52
2020-12-22T15:00,30.5,50,31,0,3,100
2020-12-22T16:00,29.7,55,31.1,0,3,95
2020-12-22T17:00,28.6,58,29.7,0,3,100
2020-12-22T18:00,27.1,62,27.5,0,3,93
2020-12-22T19:00,24.7,76,26.9,0,3,86
2020-12-22T20:00,24.4,79,27,0.2,51,98
2020-12-22T21:00,24.5,79,27.5,0,3,91
2020-12-22T22:00,25.3,72,27.2,0,3,84
2020-12-22T23:00,25.3,70,27,0,3,90
2020-12-23T00:00,24.9,72,26.8,0,3,91
2020-12-23T01:00,24.5,74,26.7,0.2,51,94
2020-12-23T02:00,24.1,76,26.3,0.3,51,46
